RSSD9001,RSSD9017,RSSD9999,RCFD2170
384830,CITIZENS BANK & TRUST COMPANY,03/31/2022,0.0
385350,COMMUNITY BANK OF CAMERON,03/31/2022,0.0
385471,MADISON COUNTY BANK,03/31/2022,0.0
385547,"CITIZENS-FARMERS BANK OF COLE CAMP, THE",03/31/2022,0.0
385686,LUSITANIA SAVINGS BANK,03/31/2022,0.0
386432,LIBERTY BANK,03/31/2022,0.0
386450,FIVE POINTS BANK OF HASTINGS,03/31/2022,0.0
386731,STATE BANK & TRUST,03/31/2022,0.0
386825,"CITIZENS NATIONAL BANK OF WOODSFIELD, THE",03/31/2022,0.0
387055,"STATE BANK, THE",03/31/2022,0.0
387671,FIRST FEDERAL BANK & TRUST,03/31/2022,0.0
388155,FIRST TEXOMA NATIONAL BANK,03/31/2022,0.0
388258,MARQUETTE FARMERS STATE BANK OF MARQUETTE KANSAS,03/31/2022,0.0
388557,RIVERSTONE BANK,03/31/2022,0.0
388744,ALDEN STATE BANK,03/31/2022,0.0
388753,FARMERS AND MERCHANTS STATE BANK OF ALPHA,03/31/2022,0.0
388874,GUNNISON SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
389358,SECURITY STATE BANK,03/31/2022,0.0
389376,TECUMSEH FEDERAL BANK,03/31/2022,0.0
389826,"PATASKALA BANKING COMPANY, THE",03/31/2022,0.0
390372,ARUNDEL FEDERAL SAVINGS BANK,03/31/2022,0.0
390840,UNION BANK,03/31/2022,0.0
391418,FIRST & PEOPLES BANK AND TRUST COMPANY,03/31/2022,0.0
391557,LAKESIDE BANK OF SALINA,03/31/2022,0.0
391575,"UNITED FIDELITY BANK, FSB",03/31/2022,3367232.0
391959,FIRST BANK OF UTICA,03/31/2022,0.0
391977,STURDY SAVINGS BANK,03/31/2022,0.0
392152,NEW CENTURY BANK,03/31/2022,0.0
392255,FIRST NATIONAL BANK,03/31/2022,0.0
392778,CENTURY SAVINGS BANK,03/31/2022,0.0
393252,"FIRST NATIONAL BANK OF FLOYDADA, THE",03/31/2022,0.0
393355,BANK OF WESTON,03/31/2022,0.0
393953,"HOMETOWN BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
394156,"SNB BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
394259,"FIRST STATE BANK, THE",03/31/2022,0.0
395238,SYNOVUS BANK,03/31/2022,0.0
396057,INDEPENDENCE STATE BANK,03/31/2022,0.0
396244,"RIVER CITY BANK, INC.",03/31/2022,0.0
396253,FIRST NATIONAL BANK AND TRUST COMPANY,03/31/2022,0.0
396954,"PECOS COUNTY STATE BANK, THE",03/31/2022,0.0
397456,FIRST NATIONAL BANK OF FORT STOCKTON,03/31/2022,0.0
397531,AMALGAMATED BANK OF CHICAGO,03/31/2022,0.0
397540,"FIRST NATIONAL BANK OF FORT SMITH, THE",03/31/2022,0.0
397559,DUNDEE BANK,03/31/2022,0.0
397755,LEGACY BANK & TRUST COMPANY,03/31/2022,0.0
397858,SPIRO STATE BANK,03/31/2022,0.0
398051,FARMERS AND MERCHANTS BANK OF ASHLAND,03/31/2022,0.0
398248,CAMPBELL & FETTER BANK,03/31/2022,0.0
398668,"BANK OF NEW YORK MELLON TRUST COMPANY, NATIONAL ASSOCIATION, THE",03/31/2022,1451176.0
398837,COPIAH BANK,03/31/2022,0.0
399357,MCCLAVE STATE BANK,03/31/2022,0.0
399517,CNB BANK,03/31/2022,0.0
399731,BANK OF ERATH,03/31/2022,0.0
399973,"FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF CENTRAL ILLINOIS, S.B.",03/31/2022,0.0
400057,FIRST STATE BANK OF PURDY,03/31/2022,0.0
400141,"FNB BANK, INC.",03/31/2022,0.0
400365,"FIRST COMMERCIAL BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
400767,NEVADA BANK AND TRUST COMPANY,03/31/2022,0.0
401072,CENTURY SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
401559,DNB NATIONAL BANK,03/31/2022,0.0
401755,"BANK OF THE WEST, THE",03/31/2022,0.0
401906,SKOWHEGAN SAVINGS BANK,03/31/2022,0.0
401951,PORTAGE BANK,03/31/2022,0.0
402846,POCAHONTAS STATE BANK,03/31/2022,0.0
402873,"VERSAILLES SAVINGS AND LOAN COMPANY, THE",03/31/2022,0.0
403067,"BEACON BUSINESS BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
403151,CORNERSTONE BANK,03/31/2022,0.0
403179,FIRST FED BANK,03/31/2022,0.0
403254,"TRANSACT BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
403656,STATE BANK OF EAGLE BUTTE,03/31/2022,0.0
403870,IROQUOIS FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
403946,"PARK BANK, THE",03/31/2022,0.0
404653,DOMINION BANK,03/31/2022,0.0
404943,TRI-VALLEY BANK,03/31/2022,0.0
406022,WOODSBORO BANK,03/31/2022,0.0
406059,"NATIONAL BANK OF TEXAS AT FORT WORTH, THE",03/31/2022,0.0
406666,WEST TEXAS STATE BANK,03/31/2022,0.0
406974,BRIGHTON BANK,03/31/2022,0.0
407168,FIRST STATE BANK,03/31/2022,0.0
407506,ION BANK,03/31/2022,0.0
407645,"STILLMAN BANCCORP, N.A.",03/31/2022,0.0
407850,FARMERS STATE BANK,03/31/2022,0.0
408307,ATHOL SAVINGS BANK,03/31/2022,0.0
408642,BANKERS' BANK,03/31/2022,0.0
408875,"AXIOM BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
409265,SPUR SECURITY BANK,03/31/2022,0.0
410159,ANDES STATE BANK,03/31/2022,0.0
410560,FIRST STATE BANK,03/31/2022,0.0
410748,BANK OF O'FALLON,03/31/2022,0.0
410917,"CITIZENS NATIONAL BANK OF SOMERSET, THE",03/31/2022,0.0
410944,CITIZENS BANK,03/31/2022,0.0
411062,"FIRST NATIONAL BANK OF STERLING CITY, THE",03/31/2022,0.0
411174,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
411231,BRANTLEY BANK & TRUST COMPANY,03/31/2022,0.0
411240,"OLD EXCHANGE NATIONAL BANK OF OKAWVILLE, THE",03/31/2022,0.0
411512,CENTRIC BANK,03/31/2022,0.0
411549,TABLE GROVE STATE BANK,03/31/2022,0.0
411576,MAYVILLE SAVINGS BANK,03/31/2022,0.0
411624,SOMERVILLE BANK,03/31/2022,0.0
411651,"FARMERS AND MERCHANTS STATE BANK, BLOOMFIELD, NEBRASKA",03/31/2022,0.0
412153,NEBRASKA STATE BANK AND TRUST COMPANY,03/31/2022,0.0
412452,COMMUNITY BANK OF OKLAHOMA,03/31/2022,0.0
412555,SJN BANK OF KANSAS,03/31/2022,0.0
412667,SUNDOWN STATE BANK,03/31/2022,0.0
412751,WOODFOREST NATIONAL BANK,03/31/2022,0.0
412845,FIRST NATIONAL BANK IN OLNEY,03/31/2022,0.0
412872,FARMERS AND MECHANICS FEDERAL SAVINGS BANK,03/31/2022,0.0
413141,FIRST NATIONAL BANK OF AMERICA,03/31/2022,0.0
413208,"HSBC BANK USA, NATIONAL ASSOCIATION",03/31/2022,174720421.0
413347,FIRST STATE BANK OF OLMSTED,03/31/2022,0.0
413543,CITIZENS STATE BANK,03/31/2022,0.0
413646,"FIRST NEIGHBOR BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
413673,F&M BANK AND TRUST COMPANY,03/31/2022,0.0
413758,BRUNSWICK STATE BANK,03/31/2022,0.0
414102,ALDEN STATE BANK,03/31/2022,0.0
414652,"FIRST NATIONAL BANK OF SCOTT CITY, THE",03/31/2022,0.0
414764,TEXAS BANK,03/31/2022,0.0
414858,"INCOMMONS BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
415770,TEMPO BANK,03/31/2022,0.0
416245,BUSEY BANK,03/31/2022,0.0
416272,"ABBEVILLE FIRST BANK, SSB",03/31/2022,0.0
416339,FIRST SECURITY BANK,03/31/2022,0.0
416357,CHAMBERS STATE BANK,03/31/2022,0.0
416656,"WELCH STATE BANK OF WELCH, OKLA.",03/31/2022,0.0
416674,"KS BANK, INC.",03/31/2022,0.0
417626,PUTNAM COUNTY BANK,03/31/2022,0.0
417710,"PINNACLE BANK, INC",03/31/2022,0.0
418100,SEAMENS BANK,03/31/2022,0.0
418249,"THE SECURITY NATIONAL BANK OF SIOUX CITY, IOWA",03/31/2022,0.0
418436,PEOPLES BANK OF MACON,03/31/2022,0.0
418856,"STATE BANK OF SPRING HILL, THE",03/31/2022,0.0
419406,BANGOR SAVINGS BANK,03/31/2022,0.0
419460,CAPTEX BANK,03/31/2022,0.0
419675,FIRST BANK RICHMOND,03/31/2022,0.0
419947,"HILL-DODGE BANKING COMPANY, THE",03/31/2022,0.0
420578,SAINT LANDRY HOMESTEAD FEDERAL SAVINGS BANK,03/31/2022,0.0
420644,"PEOPLES COMMUNITY BANK, THE",03/31/2022,0.0
420653,"VALLEY STATE BANK, THE",03/31/2022,0.0
420877,FIRST FIDELITY BANK,03/31/2022,0.0
421445,"FIRST NATIONAL BANK OF RAYMOND, THE",03/31/2022,0.0
421539,FIRST PEOPLES BANK OF TENNESSEE,03/31/2022,0.0
422059,KANSASLAND BANK,03/31/2022,0.0
422116,"BANK OF THE MOUNTAINS, INC.",03/31/2022,0.0
422433,FIRST GUARANTY BANK,03/31/2022,0.0
422657,SECURITY FIRST NATIONAL BANK OF HUGO,03/31/2022,0.0
423159,MCCURTAIN COUNTY NATIONAL BANK,03/31/2022,0.0
423449,"FARMERS BANK, FRANKFORT, INDIANA, INC., THE",03/31/2022,0.0
423636,UBANK,03/31/2022,0.0
423739,MORRIS BANK,03/31/2022,0.0
424156,STOCKGROWERS STATE BANK,03/31/2022,0.0
424240,CITIZENS FIRST NATIONAL BANK,03/31/2022,0.0
424352,ANAHUAC NATIONAL BANK,03/31/2022,0.0
424437,CAMPUS STATE BANK,03/31/2022,0.0
424633,WILCOX COUNTY STATE BANK,03/31/2022,0.0
425050,"FARMERS AND MERCHANTS STATE BANK, THE",03/31/2022,0.0
425108,RONDOUT SAVINGS BANK,03/31/2022,0.0
425818,UNITED CUMBERLAND BANK,03/31/2022,0.0
425845,SECURITY STATE BANK,03/31/2022,0.0
425911,EPHRATA NATIONAL BANK,03/31/2022,0.0
426057,SPECTRA BANK,03/31/2022,0.0
426141,FIRST STATE BANK OF ST. PETER,03/31/2022,0.0
426534,HEARTLAND BANK AND TRUST COMPANY,03/31/2022,0.0
426758,BANK OF SALEM,03/31/2022,0.0
426945,BANK OF MILTON,03/31/2022,0.0
427241,"FRIENDSHIP STATE BANK, THE",03/31/2022,0.0
427353,FIRSTAR BANK,03/31/2022,0.0
427858,EVERGREEN NATIONAL BANK,03/31/2022,0.0
427960,TWIN RIVER BANK,03/31/2022,0.0
428060,CENTRAL NATIONAL BANK,03/31/2022,0.0
428462,IRELAND BANK,03/31/2022,0.0
428547,"ST. CHARLES BANK & TRUST COMPANY, NATIONAL ASSOCIATION",03/31/2022,0.0
428855,"SEYMOUR BANK, THE",03/31/2022,0.0
429021,QUEENSTOWN BANK OF MARYLAND,03/31/2022,0.0
429487,SOUND COMMUNITY BANK,03/31/2022,0.0
430036,ROBERTSON BANKING COMPANY,03/31/2022,0.0
430054,MAIN BANK,03/31/2022,0.0
430344,COMMUNITY BANK,03/31/2022,0.0
431172,PACIFIC PREMIER BANK,03/31/2022,0.0
431323,PEOPLES STATE BANK,03/31/2022,0.0
431350,"BANK OF COMMERCE AND TRUST COMPANY, THE",03/31/2022,0.0
432058,FREEDOM BANK,03/31/2022,0.0
432432,PHENIX-GIRARD BANK,03/31/2022,0.0
433505,BATH SAVINGS INSTITUTION,03/31/2022,0.0
433550,BANK OF RIPLEY,03/31/2022,0.0
433608,TOMPKINS COMMUNITY BANK,03/31/2022,0.0
433859,FOWLER STATE BANK,03/31/2022,0.0
433943,WASHINGTON STATE BANK,03/31/2022,0.0
434203,"FIRST HOPE BANK, A NATIONAL BANKING ASSOCIATION",03/31/2022,0.0
434539,FARMERS & MERCHANTS BANK,03/31/2022,0.0
435059,ENNIS STATE BANK,03/31/2022,0.0
435077,"METABANK, NATIONAL ASSOCIATION",03/31/2022,0.0
435255,SECURITY BANK MIDWEST,03/31/2022,0.0
435666,SECURITY BANK OF CRAWFORD,03/31/2022,0.0
435750,FIRST STATE BANK,03/31/2022,0.0
436159,FIRSTBANK,03/31/2022,0.0
436542,WAUKON STATE BANK,03/31/2022,0.0
436739,"BANKCHAMPAIGN, NATIONAL ASSOCIATION",03/31/2022,0.0
436953,SULLIVAN BANK,03/31/2022,0.0
437044,"WATKINS SAVINGS BANK, THE",03/31/2022,0.0
437914,"WILMINGTON SAVINGS FUND SOCIETY, FSB",03/31/2022,0.0
439132,GLENNVILLE BANK,03/31/2022,0.0
439338,UNITED COMMUNITY BANK,03/31/2022,0.0
439356,ELKHORN VALLEY BANK & TRUST,03/31/2022,0.0
439404,FIRST NATIONAL BANK,03/31/2022,0.0
439730,STATE BANK OF BEMENT,03/31/2022,0.0
440857,AMERICA'S COMMUNITY BANK,03/31/2022,0.0
440978,KINGSTREE FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
441050,"FALLS CITY NATIONAL BANK, THE",03/31/2022,0.0
441078,COMMUNITY PARTNERS SAVINGS BANK,03/31/2022,0.0
441135,CITIZENS BANK OF CHATSWORTH,03/31/2022,0.0
441256,FIRST DAKOTA NATIONAL BANK,03/31/2022,0.0
441359,"MARIES COUNTY BANK, THE",03/31/2022,0.0
441470,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
441630,BANK OF DADE,03/31/2022,0.0
442011,GENERATIONS BANK,03/31/2022,0.0
442057,"CITIZENS STATE BANK AND TRUST COMPANY, THE",03/31/2022,0.0
442244,NORTHEAST SECURITY BANK,03/31/2022,0.0
442655,"FIRST NATIONAL BANK IN FALFURRIAS, THE",03/31/2022,0.0
443148,"BIPPUS STATE BANK, THE",03/31/2022,0.0
443205,UNION SAVINGS BANK,03/31/2022,0.0
443353,UNITY BANK,03/31/2022,0.0
443625,"OTTOVILLE BANK COMPANY, THE",03/31/2022,0.0
443634,SCOTT STATE BANK,03/31/2022,0.0
444350,FIRST TEXAS BANK,03/31/2022,0.0
444556,POINTS WEST COMMUNITY BANK,03/31/2022,0.0
444677,"BLACK MOUNTAIN SAVINGS BANK, SSB",03/31/2022,0.0
445674,PIONEER FEDERAL SAVINGS & LOAN ASSOCIATION,03/31/2022,0.0
445955,"FIRST NATIONAL BANK OF EAST TEXAS, THE",03/31/2022,0.0
446130,FARMERS AND MERCHANTS BANK,03/31/2022,0.0
446149,"PEOPLES BANK, THE",03/31/2022,0.0
446176,FIDELITY FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELAWARE,03/31/2022,0.0
446877,MCHENRY SAVINGS BANK,03/31/2022,0.0
447070,HOYNE SAVINGS BANK,03/31/2022,0.0
447100,CORNERSTONE BANK,03/31/2022,0.0
447557,CITIZENS STATE BANK - LA CROSSE,03/31/2022,0.0
448040,OXFORD BANK,03/31/2022,0.0
448554,SAGE CAPITAL BANK,03/31/2022,0.0
449038,"CITICORP TRUST DELAWARE, NATIONAL ASSOCIATION",03/31/2022,25155.0
449430,22ND STATE BANK,03/31/2022,0.0
449832,MARION COMMUNITY BANK,03/31/2022,0.0
449935,COUNTRY TRUST BANK,03/31/2022,0.0
450632,FIRST NATIONAL COMMUNITY BANK,03/31/2022,0.0
450669,"FIRST NATIONAL BANK OF ELY, THE",03/31/2022,0.0
450753,FAYETTEVILLE BANK,03/31/2022,0.0
450856,UNION BANK AND TRUST COMPANY,03/31/2022,0.0
450959,SECURITY FINANCIAL BANK,03/31/2022,0.0
451068,FIRST BANK,03/31/2022,0.0
451246,WAYNE BANK AND TRUST CO.,03/31/2022,0.0
451273,GEDDES FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
451965,"WELLS FARGO BANK, NATIONAL ASSOCIATION",03/31/2022,1764272000.0
452159,AMERICAN BANK AND TRUST COMPANY,03/31/2022,0.0
452739,"CLAXTON BANK, THE",03/31/2022,0.0
452841,SPRING VALLEY CITY BANK,03/31/2022,0.0
453147,BANNER BANKS,03/31/2022,0.0
453446,EAGLE BANK AND TRUST COMPANY,03/31/2022,0.0
453839,FIRST STATE BANK OF BLOOMINGTON,03/31/2022,0.0
454546,"PEOPLES STATE BANK, THE",03/31/2022,0.0
454658,"PAULS VALLEY NATIONAL BANK, THE",03/31/2022,0.0
454676,"BANKFINANCIAL, NATIONAL ASSOCIATION",03/31/2022,0.0
454975,MASSENA SAVINGS AND LOAN,03/31/2022,0.0
455150,"PAYNE COUNTY BANK, THE",03/31/2022,0.0
455253,5STAR BANK,03/31/2022,0.0
455459,FORT DAVIS STATE BANK,03/31/2022,0.0
455552,FARMERS AND MERCHANTS BANK,03/31/2022,0.0
455945,BANK OF DELIGHT,03/31/2022,0.0
455972,PEOPLES BANK,03/31/2022,0.0
456045,CENTENNIAL BANK,03/31/2022,0.0
456054,MINDEN EXCHANGE BANK & TRUST COMPANY,03/31/2022,0.0
456250,BANK OF SAINT ELIZABETH,03/31/2022,0.0
456344,HART COUNTY BANK AND TRUST COMPANY,03/31/2022,0.0
456755,EXCHANGE BANK AND TRUST COMPANY,03/31/2022,0.0
457060,SPRING HILL STATE BANK,03/31/2022,0.0
457220,"FARMERS SAVINGS BANK, THE",03/31/2022,0.0
457426,ENTERPRISE BANK OF SOUTH CAROLINA,03/31/2022,0.0
457752,COULEE BANK,03/31/2022,0.0
458142,HORATIO STATE BANK,03/31/2022,0.0
458544,FIRST SERVICE BANK,03/31/2022,0.0
458665,"FIRST NATIONAL BANK OF STANTON, THE",03/31/2022,0.0
458946,BANK OF CASHTON,03/31/2022,0.0
459130,GULF COAST BANK,03/31/2022,0.0
459354,"CENTRAL NATIONAL BANK OF POTEAU, THE",03/31/2022,0.0
459372,UNITED SAVINGS BANK,03/31/2022,0.0
459644,FIRST COMMUNITY BANK OF MOULTRIE COUNTY,03/31/2022,0.0
459671,MANASQUAN BANK,03/31/2022,0.0
460033,COMMUNITY BANK OF MISSISSIPPI,03/31/2022,0.0
460275,SECOND FEDERAL SAVINGS & LOAN ASSOCIATION OF PHILADELPHIA,03/31/2022,0.0
460332,MUNICIPAL TRUST AND SAVINGS BANK,03/31/2022,0.0
460350,"FIRST SECURITY BANK, THE",03/31/2022,0.0
460556,"STATE NATIONAL BANK OF GROOM, THE",03/31/2022,0.0
460770,HOME SAVINGS BANK,03/31/2022,0.0
461058,FARMERS STATE BANK,03/31/2022,0.0
463203,BRUNSWICK BANK AND TRUST COMPANY,03/31/2022,0.0
463342,WISCONSIN BANK & TRUST,03/31/2022,0.0
463605,PEOPLES TRUST COMPANY OF ST. ALBANS,03/31/2022,0.0
463650,ADAMS BANK & TRUST,03/31/2022,0.0
463735,HANCOCK WHITNEY BANK,03/31/2022,0.0
464255,DAKOTA PRAIRIE BANK,03/31/2022,0.0
464853,BANK 360,03/31/2022,0.0
465038,FIRST NATIONAL BANK OF BROOKFIELD,03/31/2022,0.0
465243,"GARRETT STATE BANK, THE",03/31/2022,0.0
465524,BANK OF GREELEYVILLE,03/31/2022,0.0
465618,"HONESDALE NATIONAL BANK, THE",03/31/2022,0.0
465672,TOMAHAWK COMMUNITY BANK S.S.B.,03/31/2022,0.0
466044,RELIANCE STATE BANK,03/31/2022,0.0
466240,FIRST ARKANSAS BANK AND TRUST,03/31/2022,0.0
466754,"BANK OF FAYETTE COUNTY, THE",03/31/2022,0.0
466857,HAPPY STATE BANK,03/31/2022,0.0
466932,COMMUNITY NEIGHBOR BANK,03/31/2022,0.0
467144,HUSTISFORD STATE BANK,03/31/2022,0.0
467470,CENTRAL FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
467658,COMMERCIAL BANK & TRUST COMPANY,03/31/2022,0.0
467733,UNION STATE BANK,03/31/2022,0.0
468673,"HOME LOAN SAVINGS BANK, THE",03/31/2022,0.0
468806,NORTHEAST BANK,03/31/2022,0.0
469250,PRESCOTT STATE BANK,03/31/2022,0.0
469559,JONES BANK,03/31/2022,0.0
469737,"COMMERCIAL BANK, THE",03/31/2022,0.0
470032,COMMUNITY SPIRIT BANK,03/31/2022,0.0
470050,"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
470434,"PEOPLES BANK OF RED LEVEL, THE",03/31/2022,0.0
470452,ARMSTRONG BANK,03/31/2022,0.0
471057,"FIRST STATE BANK OF RANSOM, THE",03/31/2022,0.0
472018,"SALYERSVILLE NATIONAL BANK, THE",03/31/2022,0.0
472045,HOME STATE BANK,03/31/2022,0.0
472148,FIRST STATE BANK OF VAN ORIN,03/31/2022,0.0
472250,BOELUS STATE BANK,03/31/2022,0.0
472531,"SAMSON BANKING COMPANY, THE",03/31/2022,0.0
472616,FIRST NATIONAL BANK OF SCOTIA,03/31/2022,0.0
472643,FARMERS AND MERCHANTS BANK OF KENDALL,03/31/2022,0.0
472951,SIOUXLAND BANK,03/31/2022,0.0
472979,"ROXBORO SAVINGS BANK, SSB",03/31/2022,0.0
473042,"SOUTH CENTRAL BANK, INC.",03/31/2022,0.0
473257,VALLEY BANK OF KALISPELL,03/31/2022,0.0
473266,TEXAS FIRST BANK,03/31/2022,0.0
473501,BERKSHIRE BANK,03/31/2022,0.0
473930,"COTTONPORT BANK, THE",03/31/2022,0.0
474058,FIRST NATIONAL BANK IN TRINIDAD,03/31/2022,0.0
474245,VILLA GROVE STATE BANK,03/31/2022,0.0
474254,BROADWAY NATIONAL BANK,03/31/2022,0.0
474357,COUNTRYSIDE BANK,03/31/2022,0.0
474450,RIVERS EDGE BANK,03/31/2022,0.0
474544,CITIZENS SAVINGS BANK,03/31/2022,0.0
474656,COREBANK,03/31/2022,0.0
474759,"SUNFLOWER BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
474919,"FULTON BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
475345,HURON COMMUNITY BANK,03/31/2022,0.0
475354,FARMERS STATE BANK,03/31/2022,0.0
475653,MOUNTAIN VALLEY BANK,03/31/2022,0.0
475756,BANK OF THE ROCKIES,03/31/2022,0.0
476342,CITIZENS FIRST STATE BANK OF WALNUT,03/31/2022,0.0
476445,BANK OF LAKE VILLAGE,03/31/2022,0.0
476472,COMMUNITY SAVINGS,03/31/2022,0.0
476539,BANK OF COMMERCE & TRUST COMPANY,03/31/2022,0.0
476810,"CITIBANK, N.A.",03/31/2022,1718008000.0
477303,WOODSVILLE GUARANTY SAVINGS BANK,03/31/2022,0.0
477321,CONSUMERS NATIONAL BANK,03/31/2022,0.0
477349,BANK OF LAKE MILLS,03/31/2022,0.0
477376,FARMINGTON STATE BANK,03/31/2022,0.0
477639,SUNSOUTH BANK,03/31/2022,0.0
477648,FARMERS STATE BANK,03/31/2022,0.0
477844,COUNTY BANK,03/31/2022,0.0
478140,MURPHY-WALL STATE BANK AND TRUST COMPANY,03/31/2022,0.0
478195,BANK OF THE VALLEY,03/31/2022,0.0
478252,LEGACY BANK,03/31/2022,0.0
478533,LENA STATE BANK,03/31/2022,0.0
478766,LIBERTY BANK,03/31/2022,0.0
479071,STATE BANK NORTHWEST,03/31/2022,0.0
479268,BANK OF STOCKTON,03/31/2022,0.0
479370,HIGH COUNTRY BANK,03/31/2022,0.0
479446,CITIZENS STATE BANK OF LOYAL,03/31/2022,0.0
479567,"FIRST NATIONAL BANK OF TRINITY, THE",03/31/2022,0.0
479754,COMMERCIAL STATE BANK,03/31/2022,0.0
479839,TENNESSEE STATE BANK,03/31/2022,0.0
480059,PARK STATE BANK & TRUST,03/31/2022,0.0
480228,"BANK OF AMERICA, NATIONAL ASSOCIATION",03/31/2022,2513619000.0
480246,WASHINGTON STATE BANK,03/31/2022,0.0
480330,"LEMONT NATIONAL BANK, THE",03/31/2022,0.0
480433,FIRST NATIONAL BANK IN DERIDDER,03/31/2022,0.0
480723,1ST NATIONAL BANK,03/31/2022,0.0
480853,MCKENZIE BANKING COMPANY,03/31/2022,0.0
481159,VALLEY BANK OF COMMERCE,03/31/2022,0.0
481177,LANDMARK NATIONAL BANK,03/31/2022,0.0
481430,AMERICAN NATIONAL BANK,03/31/2022,0.0
481579,CUSTER FEDERAL STATE BANK,03/31/2022,0.0
481627,"CITIZENS BANK OF WEST VIRGINIA, INC.",03/31/2022,0.0
481748,SLOAN STATE BANK,03/31/2022,0.0
481944,"FARMERS STATE BANK AND TRUST COMPANY, THE",03/31/2022,0.0
482053,CITIZENS STATE BANK,03/31/2022,0.0
482156,FARMERS BANK & TRUST,03/31/2022,0.0
482370,NORTH COUNTY SAVINGS BANK,03/31/2022,0.0
482446,JERSEY STATE BANK,03/31/2022,0.0
483274,FIRST SAVINGS BANK OF HEGEWISCH,03/31/2022,0.0
483537,PNB COMMUNITY BANK,03/31/2022,0.0
483751,LABETTE BANK,03/31/2022,0.0
484057,MARION STATE BANK,03/31/2022,0.0
484141,COMMUNITY TRUST BANK,03/31/2022,0.0
484776,"VIKING BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
485054,BANK OF ELGIN,03/31/2022,0.0
485139,STATE BANK & TRUST COMPANY,03/31/2022,0.0
485214,FARMERS BANK,03/31/2022,0.0
485456,KAW VALLEY BANK,03/31/2022,0.0
485559,FIRST HORIZON BANK,03/31/2022,0.0
487142,BANK OF KAMPSVILLE,03/31/2022,0.0
487357,TOWN & COUNTRY BANK,03/31/2022,0.0
487843,"VILLAGE BANK, THE",03/31/2022,0.0
488318,BNY MELLON TRUST OF DELAWARE,03/31/2022,197047.0
488420,"FAYETTE COUNTY NATIONAL BANK OF FAYETTEVILLE, THE",03/31/2022,0.0
488653,"NATIONAL BANK OF ANDREWS, THE",03/31/2022,0.0
488756,FIRST STATE BANK,03/31/2022,0.0
489155,CITIZENS STATE BANK,03/31/2022,0.0
489249,KINMUNDY BANK,03/31/2022,0.0
489548,"FIRST STATE BANK AND TRUST COMPANY, INC.",03/31/2022,0.0
489623,"PARK NATIONAL BANK, THE",03/31/2022,0.0
490179,PULASKI SAVINGS BANK,03/31/2022,0.0
490348,"STATE BANK OF TOLEDO, THE",03/31/2022,0.0
490450,NORTH DALLAS BANK & TRUST CO.,03/31/2022,0.0
490843,"CARROLL COUNTY TRUST COMPANY OF CARROLLTON, MISSOURI",03/31/2022,0.0
490955,"WALTON STATE BANK, THE",03/31/2022,0.0
491224,FIRST-CITIZENS BANK & TRUST COMPANY,03/31/2022,108471178.0
491402,FRANKLIN SAVINGS BANK,03/31/2022,0.0
491653,"COMMERCIAL BANK, THE",03/31/2022,0.0
491934,COLONY BANK,03/31/2022,0.0
492650,EXCHANGE BANK,03/31/2022,0.0
492810,OWINGSVILLE BANKING COMPANY,03/31/2022,0.0
493077,"FIRST MUTUAL BANK, FSB",03/31/2022,0.0
493152,FLATWATER BANK,03/31/2022,0.0
493741,ALLIANCE BANK,03/31/2022,0.0
493844,FRANKLIN BANK & TRUST COMPANY,03/31/2022,0.0
494261,PACIFIC WESTERN BANK,03/31/2022,0.0
494654,"AMERICAN BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
495419,"CITIZENS BANK OF KENTUCKY, INC",03/31/2022,0.0
495558,FIRST NEW MEXICO BANK OF SILVER CITY,03/31/2022,0.0
496434,"FIRST NATIONAL BANK OF DOZIER, THE",03/31/2022,0.0
496845,BANK & TRUST COMPANY,03/31/2022,0.0
496957,"FARMERS STATE BANK OF TURTON, THE",03/31/2022,0.0
497039,COMMERCIAL BANK,03/31/2022,0.0
497404,"TD BANK, N.A.",03/31/2022,417358419.0
497570,LUTHER BURBANK SAVINGS,03/31/2022,0.0
497655,FIRST STATE BANK,03/31/2022,0.0
