RSSD9001,RSSD9017,RSSD9999,RCFD2170
936136,OLD SECOND NATIONAL BANK,03/31/2022,0.0
936426,S & T BANK,03/31/2022,0.0
936462,MECHANICS BANK,03/31/2022,0.0
936583,THINK MUTUAL BANK,03/31/2022,0.0
936640,LEIGHTON STATE BANK,03/31/2022,0.0
936837,GOODFIELD STATE BANK,03/31/2022,0.0
936855,"UMB BANK, NATIONAL ASSOCIATION",03/31/2022,40291313.0
937339,STATE BANK OF GRAYMONT,03/31/2022,0.0
937553,BANK OF MONTICELLO,03/31/2022,0.0
937740,"PORT WASHINGTON STATE BANK, THE",03/31/2022,0.0
937759,CITIZENS STATE BANK,03/31/2022,0.0
937834,F & M BANK AND TRUST COMPANY,03/31/2022,0.0
937843,BLISSFIELD STATE BANK,03/31/2022,0.0
938354,"FIRST NATIONAL BANK OF FAIRFAX, THE",03/31/2022,0.0
938550,COMMUNITY BANK,03/31/2022,0.0
938859,NEWFIRST NATIONAL BANK,03/31/2022,0.0
939070,EASTERN CONNECTICUT SAVINGS BANK,03/31/2022,0.0
939249,FIDELITY BANK & TRUST,03/31/2022,0.0
940021,"BANK OF MAGNOLIA COMPANY, THE",03/31/2022,0.0
940311,BANCO POPULAR DE PUERTO RICO,03/31/2022,58561000.0
940674,HOMETOWN BANK,03/31/2022,0.0
940731,"HAVANA NATIONAL BANK, THE",03/31/2022,0.0
940852,CITIZENS STATE BANK OF LANKIN,03/31/2022,0.0
941541,PEOPLES BANK OF ALTENBURG,03/31/2022,0.0
941804,BANK OF HOLLAND,03/31/2022,0.0
942454,"PEOPLES NATIONAL BANK OF CHECOTAH, THE",03/31/2022,0.0
942539,PEOPLE'S BANK AND TRUST COMPANY OF PICKETT COUNTY,03/31/2022,0.0
942847,BODCAW BANK,03/31/2022,0.0
943143,FIRST SECURITY BANK,03/31/2022,0.0
943152,"FIRST STATE BANK OF FOUNTAIN, THE",03/31/2022,0.0
943273,"PEOPLES SAVINGS AND LOAN COMPANY, THE",03/31/2022,0.0
943675,MECHANICS BANK,03/31/2022,0.0
943853,FROST STATE BANK,03/31/2022,0.0
943974,FIRST FEDERAL BANK,03/31/2022,0.0
944047,"NAPOLEON STATE BANK, THE",03/31/2022,0.0
944337,CENTURY BANK & TRUST,03/31/2022,0.0
944355,FIRST NATIONAL BANK,03/31/2022,0.0
944627,"CNB BANK, INC.",03/31/2022,0.0
944739,"BANK OF LAFAYETTE, THE",03/31/2022,0.0
944748,FARMERS STATE BANK,03/31/2022,0.0
944935,STATE BANK OF INDUSTRY,03/31/2022,0.0
945026,COMMERCIAL BANK & TRUST OF PA,03/31/2022,0.0
945053,RCB BANK,03/31/2022,0.0
945071,SAN LUIS VALLEY FEDERAL BANK,03/31/2022,0.0
945950,GRAND MARAIS STATE BANK,03/31/2022,0.0
946274,BEDFORD FEDERAL SAVINGS BANK,03/31/2022,0.0
946555,LLANO NATIONAL BANK,03/31/2022,0.0
947525,MARION CENTER BANK,03/31/2022,0.0
947749,"NORTH SALEM STATE BANK, THE",03/31/2022,0.0
947776,CHARLES RIVER BANK,03/31/2022,0.0
948036,FARMERS-MERCHANTS BANK OF ILLINOIS,03/31/2022,0.0
948250,PEOPLES BANK,03/31/2022,0.0
948278,WRENTHAM CO-OPERATIVE BANK,03/31/2022,0.0
948531,BANK OF NEWINGTON,03/31/2022,0.0
949154,TEXAS BANK AND TRUST COMPANY,03/31/2022,0.0
949453,FIRST SECURITY BANK - HENDRICKS,03/31/2022,0.0
950141,MID-MISSOURI BANK,03/31/2022,0.0
950178,FIRST FEDERAL BANK OF KANSAS CITY,03/31/2022,0.0
950356,SECURITY STATE BANK OF HIBBING,03/31/2022,0.0
950758,SECURITY BANK USA,03/31/2022,0.0
951102,MONSON SAVINGS BANK,03/31/2022,0.0
952172,EVERETT CO-OPERATIVE BANK,03/31/2022,0.0
952257,"STATE BANK OF WYNNEWOOD, THE",03/31/2022,0.0
952677,ESSA BANK & TRUST,03/31/2022,0.0
952846,BANK,03/31/2022,0.0
953535,FORTRESS BANK,03/31/2022,0.0
953843,PONY EXPRESS BANK,03/31/2022,0.0
953852,YNB,03/31/2022,0.0
954158,FARMERS & MERCHANTS BANK OF NORTH DAKOTA,03/31/2022,0.0
954251,CITIZENS BANK OF ELDON,03/31/2022,0.0
954279,STONEHAMBANK,03/31/2022,0.0
954653,CITIZENS STATE BANK OF LULING,03/31/2022,0.0
954671,FIRST SOUTHERN BANK,03/31/2022,0.0
955548,SENB BANK,03/31/2022,0.0
955753,RIVER FALLS STATE BANK,03/31/2022,0.0
955940,O'BANNON BANKING COMPANY,03/31/2022,0.0
955959,SECURITY STATE BANK,03/31/2022,0.0
955977,BANK 34,03/31/2022,0.0
956134,LASALLE STATE BANK,03/31/2022,0.0
956152,INDEPENDENT FARMERS BANK,03/31/2022,0.0
956255,"FIRST NATIONAL BANK OF RIVER FALLS, THE",03/31/2022,0.0
956358,SECURITY BANK OF THE OZARKS,03/31/2022,0.0
956376,BANK OF EASTON,03/31/2022,0.0
956527,INDEPENDENCE BANK,03/31/2022,0.0
956554,"BANK OF GRAIN VALLEY, THE",03/31/2022,0.0
956750,RIO BANK,03/31/2022,0.0
956938,PRIORITYONE BANK,03/31/2022,0.0
956956,FARMERS STATE BANK OF CALHAN,03/31/2022,0.0
957757,COMMUNITY BANK AND TRUST,03/31/2022,0.0
958204,FIRST COUNTY BANK,03/31/2022,0.0
958231,COMMUNITY BANK OF EASTON,03/31/2022,0.0
958558,"STOCK EXCHANGE BANK, THE",03/31/2022,0.0
958727,AMERICAN NATIONAL BANK AND TRUST COMPANY,03/31/2022,0.0
958763,NORMANGEE STATE BANK,03/31/2022,0.0
959304,FLUSHING BANK,03/31/2022,0.0
959443,"CITIZENS DEPOSIT BANK OF ARLINGTON, INC.",03/31/2022,0.0
959630,BANK OF LUMBER CITY,03/31/2022,0.0
959715,ATLANTIC COMMUNITY BANKERS BANK,03/31/2022,0.0
960047,BANK OF CALHOUN COUNTY,03/31/2022,0.0
960551,PRAIRIE SUN BANK,03/31/2022,0.0
960560,OAKWOOD BANK,03/31/2022,0.0
960935,QUEENSBOROUGH NATIONAL BANK & TRUST COMPANY,03/31/2022,0.0
961259,"CITIZENS BANK, THE",03/31/2022,0.0
961343,"SHELBY STATE BANK, THE",03/31/2022,0.0
961400,ESSEX SAVINGS BANK,03/31/2022,0.0
961446,BAY PORT STATE BANK,03/31/2022,0.0
961576,"EL DORADO SAVINGS BANK, F.S.B.",03/31/2022,0.0
961624,"DOLLAR BANK, FEDERAL SAVINGS BANK",03/31/2022,0.0
961811,"FIRST STATE BANK OF THE SOUTHEAST, INC",03/31/2022,0.0
962313,"CITIZENS BANK, THE",03/31/2022,0.0
962890,CITIZENS COMMUNITY FEDERAL NATIONAL ASSOCIATION,03/31/2022,0.0
962966,"SOFI BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
963002,BAY STATE SAVINGS BANK,03/31/2022,0.0
963730,UNION NATIONAL BANK,03/31/2022,0.0
963945,MERCHANTS BANK OF INDIANA,03/31/2022,0.0
963954,"MERCHANTS AND FARMERS BANK OF SALISBURY, THE",03/31/2022,0.0
964157,VALUEBANK TEXAS,03/31/2022,0.0
964250,CITIZENS BANK & TRUST,03/31/2022,0.0
965051,FIRST STATE BANK,03/31/2022,0.0
965789,SUSSER BANK,03/31/2022,0.0
966272,"FIRST FEDERAL SAVINGS BANK OF MASCOUTAH, ILLINOIS",03/31/2022,0.0
966722,KINGSTON NATIONAL BANK,03/31/2022,0.0
966731,FIRST NATIONAL BANK,03/31/2022,0.0
966973,WEST PLAINS SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
967046,FIRST STATE BANK OF MIDDLEBURY,03/31/2022,0.0
967952,WEST PLAINS BANK,03/31/2022,0.0
968070,CAPITOL FEDERAL SAVINGS BANK,03/31/2022,0.0
968155,"FIRST NATIONAL BANK, CORTEZ",03/31/2022,0.0
968249,PEOPLES BANK,03/31/2022,0.0
968744,FIRST CHOICE BANK,03/31/2022,0.0
969059,FIRST SECURITY BANK - WEST,03/31/2022,0.0
969255,GUARANTY BANK & TRUST COMPANY OF DELHI,03/31/2022,0.0
969639,"FNB BANK, INC.",03/31/2022,0.0
969844,GUTHRIE COUNTY STATE BANK,03/31/2022,0.0
969956,ZAVALA COUNTY BANK,03/31/2022,0.0
970055,FIRST BANK ELK RIVER,03/31/2022,0.0
971070,"DALHART FEDERAL SAVINGS & LOAN ASSOCIATION, SSB",03/31/2022,0.0
971379,"HERTFORD SAVINGS BANK, SSB",03/31/2022,0.0
971959,BRAVERA BANK,03/31/2022,0.0
972143,WESTSIDE STATE BANK,03/31/2022,0.0
972406,BOSTON TRUST & INVESTMENT MANAGEMENT COMPANY,03/31/2022,0.0
972648,PLANTERS BANK & TRUST COMPANY,03/31/2022,0.0
972732,FIRST NATIONAL BANK OF PULASKI,03/31/2022,0.0
972750,CONWAY BANK,03/31/2022,0.0
972769,GBC INTERNATIONAL BANK,03/31/2022,0.0
972862,PLAINS STATE BANK,03/31/2022,0.0
973252,SWEDISH-AMERICAN STATE BANK,03/31/2022,0.0
974558,FIRST NATIONAL BANK AND TRUST COMPANY OF BOTTINEAU,03/31/2022,0.0
974754,COMMUNITY BANK OF LOUISIANA,03/31/2022,0.0
975153,UNICO BANK,03/31/2022,0.0
975256,DELTA BANK,03/31/2022,0.0
975452,"FIRST NATIONAL BANK OF GILBERT, THE",03/31/2022,0.0
975555,FIRST NATIONAL BANK OF JASPER,03/31/2022,0.0
975751,CIBC NATIONAL TRUST COMPANY,03/31/2022,0.0
975854,GLENWOOD STATE BANK (INCORPORATED),03/31/2022,0.0
976534,BANK OF FARMINGTON,03/31/2022,0.0
976552,CORE BANK,03/31/2022,0.0
976703,"BESSEMER TRUST COMPANY, N.A.",03/31/2022,0.0
976954,FARMERS STATE BANK,03/31/2022,0.0
977045,RIVERSIDE BANK,03/31/2022,0.0
977250,MIDWEST INDEPENDENT BANKERSBANK,03/31/2022,0.0
977616,"NATIONAL BANK OF MALVERN, THE",03/31/2022,0.0
977652,JOHNSON CITY BANK,03/31/2022,0.0
977951,BORDER BANK,03/31/2022,0.0
978118,FIRST CITIZENS COMMUNITY BANK,03/31/2022,0.0
978417,FIRST CITY BANK,03/31/2022,0.0
978622,MARS BANK,03/31/2022,0.0
979133,FLANAGAN STATE BANK,03/31/2022,0.0
979151,AUBURN STATE BANK,03/31/2022,0.0
979357,KAHOKA STATE BANK,03/31/2022,0.0
979375,"STERLING BANK AND TRUST, FSB",03/31/2022,0.0
979629,FIRST NATIONAL BANK,03/31/2022,0.0
979759,"KARNES COUNTY NATIONAL BANK OF KARNES CITY, THE",03/31/2022,0.0
980438,FIRST STATE BANK OF FORREST,03/31/2022,0.0
980531,JD BANK,03/31/2022,0.0
980661,FIRST HAWAIIAN BANK,03/31/2022,25041974.0
980773,EATON COMMUNITY BANK,03/31/2022,0.0
980951,WOODLANDS NATIONAL BANK,03/31/2022,0.0
980960,BENCHMARK BANK,03/31/2022,0.0
981275,PREMIER BANK,03/31/2022,0.0
981350,DICKINSON COUNTY BANK,03/31/2022,0.0
981453,FARMERS STATE BANK OF HOFFMAN,03/31/2022,0.0
982142,"CECILIAN BANK, THE",03/31/2022,0.0
982348,IOWA STATE BANK,03/31/2022,0.0
982553,STOCKMENS BANK,03/31/2022,0.0
983055,FIRST BANK OF BANCROFT,03/31/2022,0.0
983158,GRANT COUNTY STATE BANK,03/31/2022,0.0
983457,"ARMED FORCES BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
983550,HOME STATE BANK,03/31/2022,0.0
984258,FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE,03/31/2022,0.0
984351,FARMERS BANK & TRUST,03/31/2022,0.0
984454,SECURITY STATE BANK OF KENYON,03/31/2022,0.0
984650,FARMERS AND MERCHANTS BANK,03/31/2022,0.0
984856,"TIPTON LATHAM BANK, NATIONAL ASSOCIATION, THE",03/31/2022,0.0
985451,EXCHANGE BANK AND TRUST COMPANY,03/31/2022,0.0
985479,WAYNE SAVINGS COMMUNITY BANK,03/31/2022,0.0
986159,FIRST STATE BANK OF LE CENTER,03/31/2022,0.0
986551,"FIRST NATIONAL BANK OF LE CENTER, THE",03/31/2022,0.0
986757,BATTLE CREEK STATE BANK,03/31/2022,0.0
986935,BANK OF ALAPAHA,03/31/2022,0.0
987053,LAKE AREA BANK,03/31/2022,0.0
987231,COMMUNITY STATE BANK,03/31/2022,0.0
987259,SANDHILLS STATE BANK,03/31/2022,0.0
987352,RAMSEY NATIONAL BANK,03/31/2022,0.0
987576,"LIBERTY SAVINGS ASSOCIATION, FSA, THE",03/31/2022,0.0
987651,GARDEN PLAIN STATE BANK,03/31/2022,0.0
987848,COMMUNITY STATE BANK,03/31/2022,0.0
988144,"CLARE BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
988153,WESTERN STATE BANK,03/31/2022,0.0
988256,"FIRST NATIONAL BANK OF MCINTOSH, THE",03/31/2022,0.0
988452,FIRST BETHANY BANK & TRUST,03/31/2022,0.0
989141,IOWA FALLS STATE BANK,03/31/2022,0.0
989347,CROSS COUNTY BANK,03/31/2022,0.0
989534,WHEELER COUNTY STATE BANK,03/31/2022,0.0
989730,TOWER COMMUNITY BANK,03/31/2022,0.0
989758,BANKWEST OF KANSAS,03/31/2022,0.0
989851,BANK OF MAPLE PLAIN,03/31/2022,0.0
990053,SECURITY STATE BANK OF MARINE,03/31/2022,0.0
990352,UNITED BANK & TRUST,03/31/2022,0.0
990642,"FIRST NATIONAL BANK OF ALLENDALE, THE",03/31/2022,0.0
991078,BOONVILLE FEDERAL SAVINGS BANK,03/31/2022,0.0
991135,"STATE BANK OF GENEVA, THE",03/31/2022,0.0
991340,1ST SOURCE BANK,03/31/2022,0.0
991359,FIRST MISSOURI BANK OF SEMO,03/31/2022,0.0
991555,"CITIZENS NATIONAL BANK, THE",03/31/2022,0.0
991621,CITIZENS BANK AND TRUST COMPANY,03/31/2022,0.0
991854,PEOPLES STATE BANK,03/31/2022,0.0
992851,STOCK GROWERS BANK,03/31/2022,0.0
993250,FIRST COMMUNITY BANK,03/31/2022,0.0
994435,UNITED BANK,03/31/2022,0.0
994770,"MILFORD BUILDING AND LOAN ASSOCIATION, SB",03/31/2022,0.0
995076,CACHE VALLEY BANK,03/31/2022,0.0
995272,HATBORO FEDERAL SAVINGS,03/31/2022,0.0
995517,"PEOPLES BANK OF KENTUCKY, INC.",03/31/2022,0.0
995571,SOUTH GEORGIA BANK,03/31/2022,0.0
995674,SSB COMMUNITY BANK,03/31/2022,0.0
995955,KRESS NATIONAL BANK,03/31/2022,0.0
996260,CTBC BANK CORP. (USA),03/31/2022,0.0
997155,"BALDWIN STATE BANK, THE",03/31/2022,0.0
997557,FIRST STATE BANK OF HARVEY,03/31/2022,0.0
997847,BANK OF PRAIRIE DU SAC,03/31/2022,0.0
998358,HOWARD STATE BANK,03/31/2022,0.0
998648,ELKTON BANK & TRUST COMPANY,03/31/2022,0.0
998657,"FARMERS BANK, THE",03/31/2022,0.0
998844,PEOPLES BANK,03/31/2022,0.0
999355,"GARY STATE BANK, THE",03/31/2022,0.0
999935,FIRST CENTURY BANK,03/31/2022,0.0
1000052,WASHINGTON COUNTY BANK,03/31/2022,0.0
1000276,PITTSFIELD CO-OPERATIVE BANK,03/31/2022,0.0
1000641,CITIZENS STATE BANK OF NEW CASTLE,03/31/2022,0.0
1000856,"BAXTER STATE BANK, THE",03/31/2022,0.0
1000959,EAGLE BANK,03/31/2022,0.0
1001059,SECURITY BANK & TRUST COMPANY,03/31/2022,0.0
1001152,INTERNATIONAL BANK OF COMMERCE,03/31/2022,0.0
1001639,PARKWAY BANK AND TRUST COMPANY,03/31/2022,0.0
1001648,CARROLLTON BANK,03/31/2022,0.0
1001853,CITIZENS BANK,03/31/2022,0.0
1002373,SAVERS CO-OPERATIVE BANK,03/31/2022,0.0
1002458,SICILY ISLAND STATE BANK,03/31/2022,0.0
1002878,NORTHWEST BANK,03/31/2022,0.0
1002953,AMERICAN BANK OF BAXTER SPRINGS,03/31/2022,0.0
1003455,ASTRA BANK,03/31/2022,0.0
1003558,GRAND RAPIDS STATE BANK,03/31/2022,0.0
1003839,M C BANK & TRUST COMPANY,03/31/2022,0.0
1003950,"BANK OF ORRICK, THE",03/31/2022,0.0
1004256,BUTTE STATE BANK,03/31/2022,0.0
1004470,HOMETOWN BANK,03/31/2022,0.0
1005075,DEARBORN FEDERAL SAVINGS BANK,03/31/2022,0.0
1005552,"VALLEY STATE BANK, THE",03/31/2022,0.0
1005655,RED RIVER STATE BANK,03/31/2022,0.0
1005851,CEDAR RAPIDS STATE BANK,03/31/2022,0.0
1006148,FARMERS STATE BANK,03/31/2022,0.0
1006157,FARMERS STATE BANK OF HAMEL,03/31/2022,0.0
1006513,BANK OF THE BLUEGRASS AND TRUST CO.,03/31/2022,0.0
1006559,BANK STAR,03/31/2022,0.0
1006652,FRANKLIN STATE BANK & TRUST COMPANY,03/31/2022,0.0
1007015,CENTRAL BANK & TRUST COMPANY,03/31/2022,0.0
1007051,TPNB BANK,03/31/2022,0.0
1007154,PROGRESSIVE BANK,03/31/2022,0.0
1007417,FIRST NATIONAL BANK & TRUST OF NEWTOWN,03/31/2022,0.0
1007734,BARWICK BANKING COMPANY,03/31/2022,0.0
1007752,ARCADIAN BANK,03/31/2022,0.0
1007819,"FIDELITY DEPOSIT AND DISCOUNT BANK, THE",03/31/2022,0.0
1007873,CROSS COUNTY SAVINGS BANK,03/31/2022,0.0
1007930,IROQUOIS FARMERS STATE BANK,03/31/2022,0.0
1007958,CLARKSON BANK,03/31/2022,0.0
1008076,HADDON SAVINGS BANK,03/31/2022,0.0
1008151,BENDENA STATE BANK,03/31/2022,0.0
1008209,"NATIONAL IRON BANK, THE",03/31/2022,0.0
1008432,MERCHANTS AND MANUFACTURERS BANK,03/31/2022,0.0
1008450,COMMUNITY STATE BANK,03/31/2022,0.0
1008553,COMMERCIAL BANK OF MOTT,03/31/2022,0.0
1008674,READING CO-OPERATIVE BANK,03/31/2022,0.0
1008955,VALLEY PREMIER BANK,03/31/2022,0.0
1009242,BTC BANK,03/31/2022,0.0
1009354,SECURITY BANK OF KANSAS CITY,03/31/2022,0.0
1009756,GUARANTY STATE BANK AND TRUST COMPANY,03/31/2022,0.0
1009840,MAYNARD SAVINGS BANK,03/31/2022,0.0
1010015,"CITIZENS BANK COMPANY, THE",03/31/2022,0.0
1010574,AMERICAN COMMUNITY BANK OF INDIANA,03/31/2022,0.0
1011432,"MOUNTAIN VALLEY BANK, N.A.",03/31/2022,0.0
1011526,CITY NATIONAL BANK OF WEST VIRGINIA,03/31/2022,0.0
1011553,FIRST BANK OF BELOIT,03/31/2022,0.0
1011638,PRIMESOUTH BANK,03/31/2022,0.0
1011656,"STEARNS BANK OF HOLDINGFORD, NATIONAL ASSOCIATION",03/31/2022,0.0
1011852,CULBERTSON BANK,03/31/2022,0.0
1011955,FIRST UNITED BANK,03/31/2022,0.0
1012251,FIRST STATE BANK AND TRUST COMPANY,03/31/2022,0.0
1012457,ROLETTE STATE BANK,03/31/2022,0.0
1012671,NVE BANK,03/31/2022,0.0
1013070,NORWOOD CO-OPERATIVE BANK,03/31/2022,0.0
1013650,STATE BANK OF BERN,03/31/2022,0.0
1013744,PEOPLES SAVINGS BANK,03/31/2022,0.0
1014059,SOUTHWEST BANK OF WEATHERFORD,03/31/2022,0.0
1014125,BANK OF CHARLES TOWN,03/31/2022,0.0
1014246,CEDAR VALLEY BANK & TRUST,03/31/2022,0.0
1014255,STATE BANK OF JEFFERS,03/31/2022,0.0
1014376,CITIZENS SAVINGS BANK,03/31/2022,0.0
1014451,AMERICAN EXCHANGE BANK,03/31/2022,0.0
1014554,STATE BANK OF BOTTINEAU,03/31/2022,0.0
1014657,NEW ERA BANK,03/31/2022,0.0
1014853,CITIZENS BANK OF KANSAS,03/31/2022,0.0
1015252,LEA COUNTY STATE BANK,03/31/2022,0.0
1015270,HOME BANK SB,03/31/2022,0.0
1015458,GLOBAL INNOVATIONS BANK,03/31/2022,0.0
1015467,CROCKETT NATIONAL BANK,03/31/2022,0.0
1015560,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION",03/31/2022,0.0
1015832,ONESOUTH BANK,03/31/2022,0.0
1015841,COMMUNITY BANK & TRUST COMPANY,03/31/2022,0.0
1015850,LAKE ELMO BANK,03/31/2022,0.0
1016174,OZARKS FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
1016231,MOUNTAIN COMMERCE BANK,03/31/2022,0.0
1016259,"BENNINGTON STATE BANK, THE",03/31/2022,0.0
1016558,GENERATIONS BANK,03/31/2022,0.0
1016718,JACKSON COUNTY BANK,03/31/2022,0.0
1016848,COUNTY BANK,03/31/2022,0.0
1016857,CITIZENS BANK OF LAS CRUCES,03/31/2022,0.0
1016941,INTERCITY STATE BANK,03/31/2022,0.0
1017425,"KILLBUCK SAVINGS BANK COMPANY, THE",03/31/2022,0.0
1017555,FIRST COMMUNITY BANK,03/31/2022,0.0
1017564,COMMERCIAL STATE BANK,03/31/2022,0.0
1017854,"FARMERS STATE BANK OF BLUE MOUND, THE",03/31/2022,0.0
1017939,UNITED COMMUNITY BANK,03/31/2022,0.0
1017957,CENTER NATIONAL BANK,03/31/2022,0.0
1018927,1ST SECURITY BANK OF WASHINGTON,03/31/2022,0.0
1157415,STATE BANK OF TEXAS,03/31/2022,0.0
1158878,CHARLOTTE STATE BANK & TRUST,03/31/2022,0.0
1160509,PREMIER BANK OF THE SOUTH,03/31/2022,0.0
1161216,NORTHMARK BANK,03/31/2022,0.0
1162017,UNITED SECURITY BANK,03/31/2022,0.0
1163283,"CITIZENS BANK AND TRUST, INC.",03/31/2022,0.0
1169650,AMERASIA BANK,03/31/2022,0.0
1176881,BEAL BANK,03/31/2022,0.0
1176920,COMMUNITY STATE BANK,03/31/2022,0.0
1186965,ENGLEWOOD BANK & TRUST,03/31/2022,0.0
1187001,INTERBANK,03/31/2022,0.0
1187551,"INDEPENDENT COMMUNITY BANKERS' BANK, INC.",03/31/2022,0.0
1188772,FIRST COMMUNITY BANK OF TENNESSEE,03/31/2022,0.0
1188987,PEOPLES INDEPENDENT BANK,03/31/2022,0.0
1190476,ENTERPRISE BANK & TRUST,03/31/2022,0.0
1191352,WAYCROSS BANK & TRUST,03/31/2022,0.0
1211371,SARATOGA NATIONAL BANK AND TRUST COMPANY,03/31/2022,0.0
1216022,SYNCHRONY BANK,03/31/2022,0.0
1216321,REPUBLIC FIRST BANK DBA REPUBLIC BANK,03/31/2022,0.0
1216826,SILVERGATE BANK,03/31/2022,0.0
1218446,BANKERS' BANK OF KANSAS,03/31/2022,0.0
1222519,FIRST METRO BANK,03/31/2022,0.0
1222948,PRAIRIE STATE BANK & TRUST,03/31/2022,0.0
1225752,COMMERCIAL BANK,03/31/2022,0.0
1225761,WELLS FARGO NATIONAL BANK WEST,03/31/2022,19495686.0
1225798,PORT RICHMOND SAVINGS,03/31/2022,0.0
1228034,FIRST BANK & TRUST COMPANY,03/31/2022,0.0
1293078,PEOPLES BANK,03/31/2022,0.0
1356768,ENTERPRISE BANK AND TRUST COMPANY,03/31/2022,0.0
1369870,FIRST FINANCIAL TRUST NATIONAL ASSOCIATION,03/31/2022,0.0
1386251,BANCFIRST,03/31/2022,0.0
1387203,LIBERTY BANK MINNESOTA,03/31/2022,0.0
1387605,NORTHWEST BANK,03/31/2022,0.0
1391778,COMENITY BANK,03/31/2022,0.0
1394621,METRO BANK,03/31/2022,0.0
1394676,AMERICAN EXPRESS NATIONAL BANK,03/31/2022,132189503.0
1396764,"BERKSHIRE BANK, THE",03/31/2022,0.0
1397471,BANK OF LITTLE ROCK,03/31/2022,0.0
1402384,NORTH ALABAMA BANK,03/31/2022,0.0
1404481,BANK OF THE LOWCOUNTRY,03/31/2022,0.0
1404883,BURLING BANK,03/31/2022,0.0
1412712,"COMMUNITY WEST BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
1414819,HELM BANK USA,03/31/2022,0.0
1416279,"PRUDENTIAL BANK AND TRUST, FSB",03/31/2022,0.0
1418255,TUSTIN COMMUNITY BANK,03/31/2022,0.0
1429028,"KEYSTONE BANK, SSB",03/31/2022,0.0
1435092,TEXAS NATIONAL BANK,03/31/2022,0.0
1436071,DRUMMOND COMMUNITY BANK,03/31/2022,0.0
1436204,BANK OF MARIN,03/31/2022,0.0
1440117,COMMUNITY FIRST BANK INC.,03/31/2022,0.0
1443266,"BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION",03/31/2022,29855000.0
1444021,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",03/31/2022,4338245.0
1445943,"WHITAKER BANK, INC",03/31/2022,0.0
1447639,WESTSTAR BANK,03/31/2022,0.0
1456501,"MORGAN STANLEY BANK, N.A.",03/31/2022,201737000.0
1458608,GULF COAST BANK AND TRUST COMPANY,03/31/2022,0.0
1459717,FCB BANKS,03/31/2022,0.0
1459735,COUNTY BANK,03/31/2022,0.0
1459799,FIRST PEOPLES BANK,03/31/2022,0.0
1462986,ASIAN PACIFIC NATIONAL BANK,03/31/2022,0.0
1469677,"HERITAGE BANK, INC.",03/31/2022,0.0
1470150,FIRST FARMERS & MERCHANTS NATIONAL BANK,03/31/2022,0.0
1474309,COMMUNITY BANK & TRUST-ALABAMA,03/31/2022,0.0
1478231,CORNERSTONE COMMUNITY BANK,03/31/2022,0.0
1479470,WOODLANDS BANK,03/31/2022,0.0
1481745,PREMIER BANK MINNESOTA,03/31/2022,0.0
1481754,PREMIER BANK ROCHESTER,03/31/2022,0.0
1492817,FIRST KANSAS BANK,03/31/2022,0.0
1493319,"GATEWAY BANK, F.S.B.",03/31/2022,0.0
1494482,SOUND BANKING COMPANY,03/31/2022,0.0
1494914,SHINHAN BANK AMERICA,03/31/2022,0.0
1629903,"ASSOCIATED TRUST COMPANY, NATIONAL ASSOCIATION",03/31/2022,0.0
1718188,NORTHRIM BANK,03/31/2022,0.0
1718469,COLORADO FEDERAL SAVINGS BANK,03/31/2022,0.0
1820979,"TRUST COMPANY OF TOLEDO, NATIONAL ASSOCIATION, THE",03/31/2022,0.0
1836701,ENTERPRISE BANK,03/31/2022,0.0
1842065,CIBC BANK USA,03/31/2022,0.0
1852569,"ANZ GUAM, INC.",03/31/2022,0.0
1863097,LEDYARD NATIONAL BANK,03/31/2022,0.0
1864197,OAK VALLEY COMMUNITY BANK,03/31/2022,0.0
1867983,CITIZENS FIRST BANK,03/31/2022,0.0
1872941,ARBOR BANK,03/31/2022,0.0
1872996,MONONA BANK,03/31/2022,0.0
1879016,TODAY'S BANK,03/31/2022,0.0
1883321,"FIRST AMERICAN TRUST, FSB",03/31/2022,0.0
1885932,CRESCENT BANK & TRUST,03/31/2022,0.0
1890525,UNITY BANK,03/31/2022,0.0
1892154,FIRST NATIONAL BANK OF COFFEE COUNTY,03/31/2022,0.0
1893049,"CHARLES SCHWAB PREMIER BANK, SSB",03/31/2022,40705000.0
1914421,ROCK CANYON BANK,03/31/2022,0.0
1917301,"LAKE FOREST BANK & TRUST COMPANY, NATIONAL ASSOCIATION",03/31/2022,7491514.0
1918344,PREFERRED BANK,03/31/2022,0.0
1929247,"SOUTHSTATE BANK, N.A.",03/31/2022,0.0
1940747,"DESJARDINS BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
1945247,UNITED BANK OF PHILADELPHIA,03/31/2022,0.0
2002222,CITIZENS COMMUNITY BANK,03/31/2022,0.0
2006024,INTERNATIONAL BANK OF CHICAGO,03/31/2022,0.0
2007991,CITIZENS COMMUNITY BANK,03/31/2022,0.0
